96107,,"PERLAS DEPILATORIAS 400GR",1,visible,,,,,,,,,
96109,,"SOMBRAS MAKE UP 35 COLOR PALETTE",'-1,visible,,,,,,,,,
96110,,"CONTOUR PALETTE 2",1,visible,,,,,,,,,
96111,,"SOMBRAS CALI CHIC PALETTE",1,visible,,,,,,,,,
96112,,"SOMBRA SPLASH OF GLITTERS 2",'-1,visible,,,,,,,,,
96114,,"SOMBRAS CALI SET PALETTE",1,visible,,,,,,,,,
96115,,"COMBO OLLA 400gr",1,visible,,,,,,,,,
96117,,"FIJADOR ILLUMINATING SETTING SPRAY",'-1,visible,,,,,,,,,
96119,,"CONTORNOS 4-COLOR HIGHLIGH (copia)",'-1,visible,,,,,,,,,
96120,,"PRO ROSE GOLD",'-1,visible,,,,,,,,,
96121,,"ILUMINADOR BAKED POPS",1,visible,,,,,,,,,
96122,,"BROCHAS DIAMANTE TORNASOL",'-1,visible,,,,,,,,,
96123,,"BROCHAS DIAMANTE ARCOIRIS",1,visible,,,,,,,,,
96248,,"MASCARILLA DIAMOND BLACK PEEL-OFF DEAR SHE",1,visible,,,,,,,,,
96263,,"MASCARILLA DIAMOND GALAXY GOLD PEEL-OFF",1,visible,,,,,,,,,
98159,,"MASAJEADOR FACIAL 5 EN 1",'-1,visible,,,,,,,,,
98202,,"BEAUTY BLENDER - FUCSIA",0,visible,COLOR,FUCSIA,,0,,,,,
98203,,"BEAUTY BLENDER - BEIGE",1,visible,COLOR,BEIGE,,0,,,,,
98204,,"BEAUTY BLENDER - NEGRO",1,visible,COLOR,NEGRO,,0,,,,,
100719,,"PULPO FACIAL (no)",'-1,visible,,,,,,,,,
100729,,"MASAJEADOR BEAUTY BAR",1,visible,,,,,,,,,
100740,,"BROCHAS SEMIPROFESIONAL 24 PCS",1,visible,,,,,,,,,
100744,,"LAMPARA PARA UÑAS 48W",1,visible,,,,,,,,,
100765,,"SAUNA FACIAL PROFESIONAL - ROSA",1,visible,COLOR,ROSA,,0,,,,,
100766,,"SAUNA FACIAL PROFESIONAL - VERDE MENTA",1,visible,COLOR,"VERDE MENTA",,0,,,,,
100790,,"SAUNA FACIAL",1,visible,"SAUNA FACIAL","AZUL, ROSA, VERDE",1,0,,,,,
100793,,"SAUNA FACIAL - AZUL",1,visible,"SAUNA FACIAL",AZUL,,0,,,,,
100794,,"SAUNA FACIAL - ROSA",1,visible,"SAUNA FACIAL",ROSA,,0,,,,,
100795,,"SAUNA FACIAL - VERDE",0,visible,"SAUNA FACIAL",VERDE,,0,,,,,
101266,,"CEPILLO SEPARADOR DE PESTAÑAS",'-1,visible,,,,,,,,,
101277,,"BROCHAS BH SIGNATURE ROSE GOLD BLACK",1,visible,,,,,,,,,
101373,,"plato verde de base",'-1,visible,,,,,,,,,
