36243,"COMBO DONA",'-1,,,,,,,,,
36244,"COMBO BAKED",'-1,,,,,,,,,
36262,"PESTAÑINA THE COLOSSAL VOLUM'EXPRESS",1,Marca,,0,0,,,,,
36305,"COMBO BANANA",'-1,,,,,,,,,
36311,"COMBO FACIAL",'-1,,,,,,,,,
36312,"COMBO BAKED",'-1,,,,,,,,,
36313,"COMBO SIRENA",'-1,,,,,,,,,
36314,"COMBO COSMETICS",'-1,,,,,,,,,
36404,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT",'-1,TONO,"BUFF BEIGE, BUFF, CLASSIC IVORY, CREAMY BEIGE, CREAMY IVORY, CREAMY NATURAL, HONEY, MEDIUM BEIGE, NUDE, PURE BEIGE, SANDY BEIGE, TAN",1,0,"BUFF BEIGE",,,,
36405,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - BUFF BEIGE",'-1,TONO,"BUFF BEIGE",,0,,,,,
36406,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - BUFF",'-1,TONO,BUFF,,0,,,,,
36407,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - CLASSIC IVORY",'-1,TONO,"CLASSIC IVORY",,0,,,,,
36408,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - CREAMY BEIGE",'-1,TONO,"CREAMY BEIGE",,0,,,,,
36409,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - CREAMY IVORY",'-1,TONO,"CREAMY IVORY",,0,,,,,
36410,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - CREAMY NATURAL",'-1,TONO,"CREAMY NATURAL",,0,,,,,
36411,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - HONEY",'-1,TONO,HONEY,,0,,,,,
36412,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - MEDIUM BEIGE",'-1,TONO,"MEDIUM BEIGE",,0,,,,,
36413,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - NUDE",'-1,TONO,NUDE,,0,,,,,
36414,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - PURE BEIGE",'-1,TONO,"PURE BEIGE",,0,,,,,
36415,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - SANDY BEIGE",'-1,TONO,"SANDY BEIGE",,0,,,,,
36416,"CORRECTOR INSTANT AGE REWIND ERASER TREATMENT - TAN",'-1,TONO,TAN,,0,,,,,
36599,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE",'-1,TONOS,"BRIGHTENER, CARAMEL, FAIR, GOLDEN, HAZELNUT, HONEY, IVORY, LIGHT, MEDIUM, NEUTRALIZER, SAND, TAN",1,0,MEDIUM,,,,
36611,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - BRIGHTENER",'-1,TONOS,BRIGHTENER,,0,,,,,
36612,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - CARAMEL",'-1,TONOS,CARAMEL,,0,,,,,
36613,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - FAIR",'-1,TONOS,FAIR,,0,,,,,
36614,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - GOLDEN",'-1,TONOS,GOLDEN,,0,,,,,
36615,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - HAZELNUT",'-1,TONOS,HAZELNUT,,0,,,,,
36616,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - HONEY",'-1,TONOS,HONEY,,0,,,,,
36617,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - IVORY",'-1,TONOS,IVORY,,0,,,,,
36618,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - LIGHT",'-1,TONOS,LIGHT,,0,,,,,
36619,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - MEDIUM",'-1,TONOS,MEDIUM,,0,,,,,
36620,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - NEUTRALIZER",'-1,TONOS,NEUTRALIZER,,0,,,,,
36621,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - SAND",'-1,TONOS,SAND,,0,,,,,
36622,"CORRECTOR INSTANT AGE REWIND ERASER DARK CIRCLES MAYBELLINE - TAN",'-1,TONOS,TAN,,0,,,,,
37048,"COMBO DIAMANTE ARCOIRIS",'-1,,,,,,,,,
37050,"COMBO DIAMANTE AZUL",'-1,,,,,,,,,
37053,"COMBO FACIAL ROSA",'-1,,,,,,,,,
37058,"COMBO SUGAR",'-1,,,,,,,,,
37324,"ILUMINADOR BRONCEADOR SHIMMER POWDER",'-1,TONOS,"BRONCER, DORADO, ORO ROSA",1,0,BRONCER,,,,
37329,"ILUMINADOR BRONCEADOR SHIMMER POWDER - BRONCER",'-1,TONOS,BRONCER,,0,,,,,
37330,"ILUMINADOR BRONCEADOR SHIMMER POWDER - DORADO",'-1,TONOS,DORADO,,0,,,,,
37331,"ILUMINADOR BRONCEADOR SHIMMER POWDER - ORO ROSA",'-1,TONOS,"ORO ROSA",,0,,,,,
37445,"MAGIC BRA",'-1,COLOR,"BEIGE, NEGRO",1,0,,COPA,"A, B, C, D",1,0
37477,"DEPILADOR FACIAL - RECARGABLE",'-1,COLOR,"BLANCO, ROJO",1,0,,,,,
37492,"DEPILADOR FACIAL - PILA",'-1,,,,,,,,,
37878,"COMBO MASCARA",'-1,,,,,,,,,
37882,"COMBO BARELYNUDE",'-1,,,,,,,,,
37888,"COMBO SHIMMER",'-1,,,,,,,,,
37890,"COMBO CUIDADO FACIAL",'-1,,,,,,,,,
39246,"COMBO NEGRO",'-1,,,,,,,,,
39248,"COMBO WAX",'-1,,,,,,,,,
39251,"COMBO SHINY",'-1,,,,,,,,,
39257,"COMBO COLOSSAL",'-1,,,,,,,,,
39261,"COMBO CARACOL",'-1,,,,,,,,,
39267,"COMBO BH",'-1,,,,,,,,,
39317,"EXTRACTOR DE PUNTOS NEGROS DIGITAL",'-1,,,,,,,,,
39396,"PESTAÑINA LASH SENSATIONAL",1,Marca,,0,0,,,,,
39434,"BEAUTY BLENDER SNAPCHIC",'-1,,,,,,,,,
39458,"COMBO LUNA",'-1,,,,,,,,,
39460,"COMBO REAL NUDE",'-1,,,,,,,,,
39462,"COMBO DEPILADOR",'-1,,,,,,,,,
39464,"COMBO BEAUTY",'-1,,,,,,,,,
39912,"SOMBRAS RETURN OF THE JET EYESHADOWS -BOOK 4",'-1,,,,,,,,,
39925,"SOMBRA THE BADASS RUDEGIRL - BOOK 6",'-1,,,,,,,,,
39927,"SOMBRA The Rude AWAKENING - Book 5",'-1,,,,,,,,,
41443,"BROCHAS CONCHA",'-1,,,,,,,,,
43169,"PAPEL DE ARROZ",'-1,,,,,,,,,
46032,"LETRERO LED A5 MEDIANO",'-1,,,,,,,,,
46037,"LETRERO LED A4 GRANDE",'-1,,,,,,,,,
47880,"PAPEL DE ARROZ BESTY",'-1,,,,,,,,,
50378,"BROCHAS SEMIPROFESIONAL 18 PCS - viejo",'-1,,,,,,,,,
50508,"PALETA DE CORRECTORES DEL COLOR COLOUR CORRECTING PALETTE",'-1,,,,,,,,,
50522,"CEPILLO PARA CEJAS O PESTAÑAS GLITTER 10PCS",1,MARCA,GENERICO,1,1,,,,,
50826,"BROCHAS ORO ROSA",'-1,,,,,,,,,
51182,"COMBO CONCHA",'-1,,,,,,,,,
51189,"COMBO DEPILADOR CRYSTAL",'-1,,,,,,,,,
51193,"COMBO SUMMER",'-1,,,,,,,,,
52250,"Smoke ?n Mirrors",'-1,,,,,,,,,
52292,"ARO LED SELFIE",1,COLOR,"AZUL, BLANCO, NEGRO, ROSA",0,0,,,,,
52299,"ARO LED SELFIE",1,,,,,,,,,
52300,"ARO LED SELFIE",1,,,,,,,,,
52303,"ARO LED SELFIE",1,,,,,,,,,
52304,"ARO LED SELFIE",1,,,,,,,,,
62219,"COMBO FACIAL GLITTER",'-1,,,,,,,,,
62221,"COMBO ARCOIRIS",'-1,,,,,,,,,
62223,"COMBO ESPECIAL",'-1,,,,,,,,,
62225,"COMBO PLATA",'-1,,,,,,,,,
62227,"COMBO ROSE",'-1,,,,,,,,,
62232,"COMBO SKIN",'-1,,,,,,,,,
63327,"DESMAQUILLADOR DUAL",'-1,,,,,,,,,
63342,"SUERO FACIAL",1,Marca,,0,0,,,,,
63346,"BRUSH CRUSH",'-1,,,,,,,,,
63659,"COSMETIQUERA TORNASOL",'-1,COLOR,"TORNASOL MORADO, TORNASOL HIELO",1,0,"TORNASOL HIELO",,,,
63661,"COSMETIQUERA TORNASOL - TORNASOL MORADO",'-1,COLOR,"TORNASOL MORADO",,0,,,,,
63669,"COSMETIQUERA TORNASOL - TORNASOL HIELO",'-1,COLOR,"TORNASOL HIELO",,0,,,,,
63688,"ROSA TORNASOL",'-1,,,,,,,,,
63721,"PESTAÑAS 3D",'-1,,,,,,,,,
63726,"COMBO OLLA 500 GR",'-1,,,,,,,,,
63817,"AGUA DE ROSAS PILI VIEJO",'-1,,,,,,,,,
63823,"AGUA DE HAMAMELIS PILI",1,MARCA,PILI,1,1,,,,,
63831,"JABON FACIAL PIEL GRASA",1,Marca,,0,0,,,,,
63833,"JABON FACIAL PIEL MIXTA O NORMAL",1,Marca,,0,0,,,,,
63838,"EXTRACTOR DE PUNTOS NEGROS CON SPRAY DE MICRONIZACIÓN",'-1,,,,,,,,,
63913,"COMBO BEAUTY",'-1,,,,,,,,,
63917,"COMBO CLEANING ROSAS",'-1,,,,,,,,,
63919,"COMBO CONTROL OIL",'-1,,,,,,,,,
63923,"COMBO FACIAL ROSE",'-1,,,,,,,,,
63928,"COMBO LASH",'-1,,,,,,,,,
63936,"COMBO TORNASOL",'-1,,,,,,,,,
64351,"ESPEJO LED",'-1,COLOR,"BLANCO, NEGRO, ROSA",1,0,ROSA,,,,
64354,"ESPEJO LED - BLANCO",'-1,COLOR,BLANCO,,0,,,,,
64355,"ESPEJO LED - NEGRO",'-1,COLOR,NEGRO,,0,,,,,
64356,"ESPEJO LED - ROSA",'-1,COLOR,ROSA,,0,,,,,
64684,"PLANCHA REMINGTON AGUACATE CON MACADAMIA",1,Marca,,0,0,,,,,
64700,"PLANCHA REMINGTON ACEITE DE ARGAN",1,Marca,,0,0,,,,,
64705,"PLANCHA REMINGTON SALES DE MAR-ALISA SOBRE MOJADO",1,Marca,,0,0,,,,,
64715,"PLANCHA REMINGTON PRO-ION ANTIFRIZZ",'-1,,,,,,,,,
64737,"PLANCHA REMINGTON KERATINA Y ARGAN",1,Marca,,0,0,,,,,
65375,"KIT VIAJERO ROSA",1,Marca,,0,0,,,,,
65439,"GEL EXFOLIANTE",1,Marca,,0,0,,,,,
65608,"COMBO PILI ROSA",'-1,,,,,,,,,
65610,"COMBO PILI HAMAMELIS",'-1,,,,,,,,,
65614,"COMBO SAUNA",'-1,,,,,,,,,
65616,"COMBO CHIC",'-1,,,,,,,,,
65619,"COMBO LUNA BELLA",'-1,,,,,,,,,
65621,"COMBO BRONCE",'-1,,,,,,,,,
65989,HYDROGEL,1,Marca,,0,0,,,,,
65995,"POMADA PARA CEJAS Y PESTAÑAS CILKA",1,Marca,,0,0,,,,,
67924,"COMBO MIRROR",'-1,,,,,,,,,
68628,"FLAWLESS LEGS - DEPILADOR DE PIERNA",'-1,,,,,,,,,
69718,"FLAWLESS BROWS - DEPILADOR DE CEJAS PILA",'-1,,,,,,,,,
71416,"COMBO FLAW",'-1,,,,,,,,,
71426,"COMBO DEPILADOR",'-1,,,,,,,,,
71584,"BROCHAS MARMOL",'-1,,,,,,,,,
72391,"LAMPARA PARA UÑAS 36W",1,Marca,,0,0,,,,,
75509,"COMBO PROLUNA",'-1,,,,,,,,,
75517,"COMBO SIRENA GLITTER",'-1,,,,,,,,,
75519,"COMBO 5 EN 1 PILI",'-1,,,,,,,,,
75521,"COMBO MARMOL",'-1,,,,,,,,,
75523,"COMBO HIELO BELLA",'-1,,,,,,,,,
75526,"COMBO ALOE SAUNA",'-1,,,,,,,,,
78324,"COMBO LUNAR",'-1,,,,,,,,,
78339,"COMBO FLORAL REMINGTON",'-1,,,,,,,,,
78342,"COMBO SIRENA PLUS",'-1,,,,,,,,,
78706,"SOMBRAS WHATEVER FOREVER",'-1,,,,,,,,,
78719,"UNICORN FANTASIES - HIGHLIGHT PALETTE",'-1,,,,,,,,,
78740,"SOMBRA The Lingerie Collection - Naughty Nights (Brights)",'-1,,,,,,,,,
78747,"SOMBRAS THE LINGERIE COLLECTION - ROMANTIC NIGHTS (NUDES)",'-1,,,,,,,,,
78794,"MYSTERIOUS II",'-1,,,,,,,,,
78815,"SOMBRAS PERFECT BLOOM",'-1,,,,,,,,,
79003,"TAKE ME HOME-OKALAN",'-1,,,,,,,,,
80857,"COMBO TAKE ME HOME",'-1,,,,,,,,,
80860,"COMBO SKIN PRO",'-1,,,,,,,,,
80862,"COMBO MERFANTASIA REAL",'-1,,,,,,,,,
80865,"COMBO FANTASTIQUE",'-1,,,,,,,,,
82080,"SOMBRAS TEASE ME",'-1,,,,,,,,,
85407,"BROCHAS BH Smoke `n Mirrors",'-1,,,,,,,,,
88424,"MASAJEADOR FACIAL 5 EN 1",1,Marca,,0,0,,,,,
88659,"SOMBRAS TAKE ME HOME",'-1,,,,,,,,,
89308,"LUNA MINI 2",'-1,COLOR,"ROSADO, FUCSIA, AZUL, NEGRO, AMARILLO",1,0,,,,,
90291,"COMBO DUAL CHIC",'-1,,,,,,,,,
90293,"COMBO EXRACTODEPILADOR",'-1,,,,,,,,,
90298,"COMBO HYDRODEPILADOR",'-1,,,,,,,,,
90301,"COMBO LUNA ROSE",'-1,,,,,,,,,
91613,"SET REAL",'-1,,,,,,,,,
91618,"COMBO BEAUTY CARE",'-1,,,,,,,,,
91624,"COMBO ALMEJA",'-1,,,,,,,,,
91626,"COMBO FACIAL LUNAR",'-1,,,,,,,,,
91629,"COMBO EXTRACTOLUNAR",'-1,,,,,,,,,
91631,"COMBO SIRENITA",'-1,,,,,,,,,
91634,"COMBO MIX",'-1,,,,,,,,,
94744,"COMBO DEPILADOR BLACK",'-1,,,,,,,,,
94746,"COMBO DEPILADOR TOP",'-1,,,,,,,,,
94748,"COMBO LUNA GOLD",'-1,,,,,,,,,
94751,"COMBO RETURN HD",'-1,,,,,,,,,
95703,"MASCARILLA DE COLAGENO PARA EL ROSTRO",1,Marca,,0,0,,,,,
95723,"MASCARILLA ORO DEAR SHE",1,Marca,,0,0,,,,,
96094,"SOMBRAS ETERNAL FLAME",'-1,,,,,,,,,
96096,"FLORAL BLOOM RUBOR",'-1,,,,,,,,,
96098,"FLORAL BLOOM CONTORNO & ILUMUNADOR",'-1,,,,,,,,,
96099,"SAUNA FACIAL PROFESIONAL",1,COLOR,"ROSA, VERDE MENTA",1,1,,,,,
96100,"ESPEJO DONA",1,Marca,,0,0,,,,,
96101,"shadow primer (primer de sombras)",'-1,,,,,,,,,
96102,"Bikini Bottom - 18 Eyeshadow Palette (copia)",'-1,,,,,,,,,
96105,"LATTE ESPRESSO YOURSELF (copia)",'-1,,,,,,,,,
96106,"ESPRESSO YOURSELF PALETTE (copia)",'-1,,,,,,,,,
96107,"PERLAS DEPILATORIAS 400GR",'-1,,,,,,,,,
96109,"SOMBRAS MAKE UP 35 COLOR PALETTE",'-1,,,,,,,,,
96110,"CONTOUR PALETTE 2",'-1,,,,,,,,,
96111,"SOMBRAS CALI CHIC PALETTE",'-1,,,,,,,,,
96112,"SOMBRA SPLASH OF GLITTERS 2",'-1,,,,,,,,,
96114,"SOMBRAS CALI SET",'-1,,,,,,,,,
96115,"COMBO OLLA 400gr",'-1,,,,,,,,,
96119,"CONTORNOS 4-COLOR HIGHLIGH (copia)",'-1,,,,,,,,,
96120,"PRO ROSE GOLD",'-1,,,,,,,,,
96121,"ILUMINADOR BAKED POPS",'-1,,,,,,,,,
96122,"BROCHAS DIAMANTE TORNASOL",'-1,,,,,,,,,
96123,"BROCHAS DIAMANTE ARCOIRIS",'-1,,,,,,,,,
96248,"MASCARILLA DIAMOND BLACK PEEL-OFF DEAR SHE",'-1,,,,,,,,,
96263,"MASCARILLA DIAMOND GALAXY GOLD PEEL-OFF",'-1,,,,,,,,,
98159,"MASAJEADOR FACIAL 5 EN 1",'-1,,,,,,,,,
98202,"BEAUTY BLENDER - FUCSIA",'-1,COLOR,FUCSIA,,0,,,,,
98203,"BEAUTY BLENDER - BEIGE",'-1,COLOR,BEIGE,,0,,,,,
98204,"BEAUTY BLENDER - NEGRO",'-1,COLOR,NEGRO,,0,,,,,
100719,"PULPO FACIAL (no)",'-1,,,,,,,,,
100729,"MASAJEADOR BEAUTY BAR",'-1,,,,,,,,,
100740,"BROCHAS SEMIPROFESIONAL 24 PCS",'-1,,,,,,,,,
100744,"LAMPARA PARA UÑAS 48W",1,Marca,,0,0,,,,,
100790,"SAUNA FACIAL",1,"SAUNA FACIAL","AZUL, ROSA, VERDE",1,1,,,,,
101266,"CEPILLO SEPARADOR DE PESTAÑAS HOLY",1,MARCA,HOLY,1,1,,,,,
101277,"BROCHAS BH SIGNATURE ROSE GOLD BLACK",'-1,,,,,,,,,
101373,"plato verde de base",'-1,,,,,,,,,
101374,SET,'-1,,,,,,,,,
101433,"HUMIFICADOR FACIAL + POWER BANK Viejo",'-1,COLORES,"BLANCO, ROSA",1,0,ROSA,,,,
101436,"HUMIFICADOR FACIAL + POWER BANK Viejo - BLANCO",'-1,COLORES,BLANCO,,0,,,,,
101437,"HUMIFICADOR FACIAL + POWER BANK Viejo - ROSA",'-1,COLORES,ROSA,,0,,,,,
101594,"LAMPARA PARA UÑAS 54W",1,Marca,,0,0,,,,,
101968,"SOPORTE ORGANIZADOR DE BROCHAS",'-1,,,,,,,,,
102001,"BROCHAS BH SIGNATURE ROSSE GOLD WHITE",'-1,,,,,,,,,
102220,"BROCHAS BH GRAY",'-1,,,,,,,,,
102228,"BROCHAS DIAMANTE DORADO",'-1,,,,,,,,,
102234,"BROCHAS PIEDRA ROSA",'-1,,,,,,,,,
103859,"SOMBRAS THE LINGERIE COLLECTION - WILD NIGHTS (WEARABLES)",'-1,,,,,,,,,
104123,"BROCHAS SECRET ROSE",'-1,,,,,,,,,
104129,"BROCHAS SWEETS",'-1,,,,,,,,,
104134,"BASE TRULY MATTE",'-1,TONO,"SOFT BEIGE CLM354, NUDE CLM353, MEDIUM BEIGE CLM355, SAND CLM356, CAFE CLM360, CAPPUCINO CLM363, MAHAGANY CLM364",1,0,,,,,
104152,"BROCHAS SIRENA AZUL",'-1,,,,,,,,,
104207,"BROCHAS GALAXY ROSA",'-1,,,,,,,,,
104213,"ENCRESPADOR RECARGABLE + CARGADOR PORTATIL",'-1,,,,,,,,,
104228,"MASAJEADOR FACIAL RECARGABLE",'-1,,,,,,,,,
104253,"BASE TRULY MATTE - SOFT BEIGE CLM354",'-1,TONO,"SOFT BEIGE CLM354",,0,,,,,
104256,"BASE TRULY MATTE - CAFE CLM360",'-1,TONO,"CAFE CLM360",,0,,,,,
104257,"BASE TRULY MATTE - CAPPUCINO CLM363",'-1,TONO,"CAPPUCINO CLM363",,0,,,,,
104258,"BASE TRULY MATTE - MAHAGANY CLM364",'-1,TONO,"MAHAGANY CLM364",,0,,,,,
104274,"BROCHA PARA MASCARILLA ROSA",'-1,,,,,,,,,
104286,"BROCHAS GALAXY PLATINUM",'-1,,,,,,,,,
