ID	SKU	Nombre	Publicado	Día en que empieza el precio rebajado	Día en que termina el precio rebajado	Inventario	Precio rebajado	Precio normal
96103	HC19AJ360	PESTA?INA THE COLOSSAL VOLUM?EXPRESS WATERPROOF (copia)	'-1			0		28000
96105	HC19AJ361	LATTE ESPRESSO YOURSELF (copia)	'-1					45000
96106	HC19AJ362	ESPRESSO YOURSELF PALETTE (copia)	'-1					45000
96107	HC19AJ363	PERLAS DEPILATORIAS 400GR	1			99		25000
96108	HC19AJ364	BROCHAS UNICORNIO	1			76		38000
96109	HC19AJ365	SOMBRA MAKE UP 35 COLOR PALETTE (copia)	'-1			0		45000
96110	HC19AJ366	CONTOUR PALETTE 2 (copia)	'-1			0		25000
96111	HC19AJ367	CALI CHIC PALETTE (copia)	'-1					35000
96112	HC19AJ368	SOMBRA SPLASH OF GLITTERS 2 (copia)	'-1			0		65000
96114	HC19AJ369	SOMBRA CALI SET PALETTE (copia)	'-1					35000
96115	HC19AJ370	COMBO OLLA +(2) PERLAS 400gr	1			85		80000
96116	HC19AJ371	COMBO OLLA +(2) PERLAS 100gr	1			168		40000
96117	HC19AJ372	FIJADOR ILLUMINATING SETTING SPRAY (copia)	'-1					20000
96118	HC19AJ373	RUBOR PROFESSIONAL OKALAN (copia)	'-1			0		25000
96119	HC19AJ374	CONTORNOS 4-COLOR HIGHLIGH (copia)	'-1					20000
96120	HC19AJ375	PRO ROSE GOLD (copia)	'-1					65000
96121	HC19AJ376	ILUMINADOR BAKED POPS	1			1		35000
96122	HC19AJ377	BROCHAS DIAMANTE TORNASOL	1			91		45000
96123	HC19AJ378	DIAMANTE ARCOIRIS (copia)	'-1					45000
96248	HC19AJ379	MASCARILLA DIAMOND BLACK PEEL-OFF DEAR SHE	1			84		3500
96263	HC19AJ380	MASCARILLA DIAMOND GALAXY GOLD PEEL-OFF	1			81		3500
97051	HC19AJ381	LABIAL SOFT MATTE - BUDAPEST - DEEP MAUVE WITH RED UNDERTONE	0					
97057	HC19AJ382	LABIAL SOFT MATTE - STOCKHOLM - MID-TONE BEIGE PINK	0					
97058	HC19AJ383	LABIAL SOFT MATTE - LONDON - MID-TONE BEIGE	0					
98159	HC19AJ384	MASAJEADOR FACIAL 5 EN 1	'-1			300		15000
98202	HC19AJ385	BEAUTY BLENDER - FUCSIA	1			702		15000
98203	HC19AJ386	BEAUTY BLENDER - BEIGE	1			777		15000
98204	HC19AJ387	BEAUTY BLENDER - NEGRO	1			771		15000
98432	HC19AJ388	BROCHAS SIRENA	1			5		45000
100719	HC19AJ389	PULPO FACIAL	1			200		7000
100729	HC19AJ390	MASAJEADOR BEAUTY BAR	1			53		30000
100740	HC19AJ391	BROCHAS SEMIPROFESIONAL 24 PCS	1			51		60000
100744	HC19AJ392	LAMPARA PARA UÑAS 48W	1			62		80000
100765	HC19AJ393	SAUNA FACIAL PROFESIONAL - ROSA	1			67		70000
100766	HC19AJ394	SAUNA FACIAL PROFESIONAL - VERDE MENTA	1			94		70000
100790	HC19AJ395	SAUNA FACIAL	1					
100793	HC19AJ396	SAUNA FACIAL - AZUL	1			94		50000
100794	HC19AJ397	SAUNA FACIAL - ROSA	1			60		50000
100795	HC19AJ398	SAUNA FACIAL - VERDE	1			97		50000
101266	HC19AJ399	CEPILLO SEPADOR DE PESTAÑAS	1			163		7000
101275	HC19AJ400	SIGNATURE ROSE GOLD BLACK BH COSMETICS	'-1					
101277	HC19AJ401	BROCHAS BH SIGNATURE ROSE GOLD BLACK BH COSMETICS	1			77		65000
101373	HC19AJ402	plato verde de base	'-1					
101374	HC19AJ403	SET	'-1					
101433	HC19AJ404	HUMIFICADOR FACIAL- CARGADOR PORTATIL	1					
101436	HC19AJ405	HUMIFICADOR FACIAL- CARGADOR PORTATIL - BLANCO	1			81		30000
101437	HC19AJ406	HUMIFICADOR FACIAL- CARGADOR PORTATIL - ROSA	1			67		30000
101594	HC19AJ407	LAMPARA PARA UÑAS 54W	1			97		100000
101968	HC19AJ408	SOPORTE ORGANIZADOR DE BROCHAS	1			91		15000
102001	HC19AJ409	BROCHAS BH SIGNATURE ROSSE GOLD WHITE	1			98		65000
102220	HC19AJ410	BROCHAS BH GRAY BH COSMETICS	1			95		50000
102228	HC19AJ411	BROCHAS DIAMANTE DORADO	1			90		48000
102234	HC19AJ412	BROCHAS PIEDRA ROSA	1			62		30000
103859	HC19AJ413	SOMBRA The Lingerie Collection - Wild Nights (Wearables)	1			1		50000
103908	HC19AJ414	HAIR CLIPS	1			18		6000
104123	HC19AJ415	BROCHAS SECRET ROSE	1			95		45000
104129	HC19AJ416	BROCHAS SWEETS	1			84		45000
104134	HC19AJ417	BASE TRULY MATTE L.A COLORS	1					
104152	HC19AJ418	BROCHAS SIRENA AZUL	1			93		45000
104207	HC19AJ419	BROCHAS GALAXY ROSA	1			63		45000
104213	HC19AJ420	ENCRESPADOR RECARGABLE - CARGADOR PORTATIL	1			93		70000
104228	HC19AJ421	MASAJEADOR DEPILADOR 3 EN 1	1			97		70000
104253	HC19AJ422	BASE TRULY MATTE L.A COLORS - SOFT BEIGE CLM354	1			9		30000
104254	HC19AJ423	BASE TRULY MATTE L.A COLORS - SAND CLM355	1			3		30000
104255	HC19AJ424	BASE TRULY MATTE L.A COLORS - MEDIUM BEIGE CLM356	1			2		30000
104256	HC19AJ425	BASE TRULY MATTE L.A COLORS - CAFE CLM360	1			5		30000
104257	HC19AJ426	BASE TRULY MATTE L.A COLORS - CAPPUCINO CLM363	1			6		30000
104258	HC19AJ427	BASE TRULY MATTE L.A COLORS - MAHAGANY CLM364	1			6		30000
104274	HC19AJ428	BROCHA PARA MASCARILLA ROSA	1			58		6000
104286	HC19AJ429	BROCHAS GALAXY PLATINUIM	1			99		45000
104287	HC19AJ430	LAVABROCHAS EN SECO	1			2		15000
104336	HC19AJ431	FLAWLESS BROWS - DEPILADOR DE CEJAS RECARGABLE	1			97		40000
104729	HC19AJ432	ESPEJO AGUA	1			37		6000
107763	HC19AJ433	AFEITADORA - 2 EN 1	1			60		70000
