ID;Nombre;Publicado;Visibilidad en el catálogo;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1;Nombre del atributo 2;Valor(es) del atributo 2;Atributo visible 2;Atributo global 2;Atributo por defecto 2
313787;ACEITE PARA UÑAS;1;visible;MARCA;OPI;1;0;EDAD;35-45, 45 en adelante;1;1;
