ID;Tipo;SKU;Nombre;Publicado;Visibilidad en el catálogo;Inventario;Precio rebajado;Precio normal;Meta: _real_price
96105;simple;;LATTE ESPRESSO YOURSELF (copia);'-1;visible;;;45000;
96106;simple;;ESPRESSO YOURSELF PALETTE (copia);'-1;visible;;;45000;
35145;simple;;MASCARILLA COLAGENO LABIOS;1;visible;;;3000;
35784;simple;;Mascarilla Colageno Para Ojos;1;visible;;;3000;
891;simple;;MASCARILLA CONTROL GRASA BEAUTY HOST;1;visible;;;4000;
892;simple;;MASCARILLA DE ALOE BEAUTY HOST;1;visible;;;4000;
890;simple;;MASCARILLA DE CARACOL BEAUTY HOST;1;visible;;;4000;
96112;simple;;SOMBRA SPLASH OF GLITTERS 2;'-1;visible;45;;80000;
95703;simple;;MASCARILLA DE COLAGENO PARA EL ROSTRO;1;visible;;;7000;
49968;variable;;MASCARILLA DE GLITTER DEAR SHE;1;visible;;;;
50910;variation;;MASCARILLA DE GLITTER DEAR SHE - DORADO;1;visible;235;;3000;
50911;variation;;MASCARILLA DE GLITTER DEAR SHE - PLATEADO;1;visible;148;;3000;
96119;simple;;CONTORNOS 4-COLOR HIGHLIGH (copia);'-1;visible;;;20000;
96120;simple;;PRO ROSE GOLD (copia);'-1;visible;;;65000;
50912;variation;;MASCARILLA DE GLITTER DEAR SHE - ROSA;1;visible;329;;3000;
889;simple;;MASCARILLA DE ORO BEAUTY HOST;1;visible;;;4000;
96248;simple;;MASCARILLA DIAMOND BLACK PEEL-OFF DEAR SHE;1;visible;;;3500;
96263;simple;;MASCARILLA DIAMOND GALAXY GOLD PEEL-OFF;1;visible;;;3500;
95723;simple;;MASCARILLA ORO DEAR SHE;1;visible;;;3000;
97051;variation;;LABIAL SOFT MATTE - BUDAPEST - DEEP MAUVE WITH RED UNDERTONE;0;visible;;;;
97057;variation;;LABIAL SOFT MATTE - STOCKHOLM - MID-TONE BEIGE PINK;0;visible;;;;
97058;variation;;LABIAL SOFT MATTE - LONDON - MID-TONE BEIGE;0;visible;;;;
98159;simple;;MASAJEADOR FACIAL 5 EN 1;'-1;visible;300;;15000;
35155;simple;;MASCARILLA PUNTOS NEGROS;1;visible;;;2000;
78794;simple;;MYSTERIOUS II;1;visible;;;40000;
35177;simple;;OLLA PARA CERA;1;visible;;;40000;
47880;simple;;PAPEL DE ARROZ BESTY;1;visible;;;8000;
100719;simple;;PULPO FACIAL (no);'-1;visible;619;;7000;3000
96107;simple;;PERLAS DEPILATORIAS 400GR;1;visible;;;25000;
63866;simple;;PERLAS DEPILATORIAS POR 500GR;1;visible;;;30000;
63721;simple;;PESTAÑAS 3D;1;visible;;;12000;
36262;simple;;PESTAÑINA THE COLOSSAL VOLUM'EXPRESS;1;visible;;;25000;
121786;simple;;PINEAPPLE FACE BUBBLE PEELING GEL;1;visible;;;50000;
119343;simple;;"PLANCHA BABYLISS BRAZILIAN TECH 1""";1;visible;;;250000;
119347;simple;;"PLANCHA BABYLISS BRAZILIAN TECH 1\2"" ANCHO";1;visible;;;260000;
119467;simple;;PLANCHA BABYLISS PORCELAIN CERAMIC;1;visible;;;250000;
119476;simple;;PLANCHA BABYLISS PORCELAIN CERAMIC ANCHA;1;visible;;;260000;
119426;simple;;PLANCHA BABYLISS SOL GEL CLASICA;1;visible;;;250000;
101275;simple;;SIGNATURE ROSE GOLD BLACK BH COSMETICS;'-1;visible;;;;
119483;simple;;PLANCHA BABYLISS TOURMALINE 25MM;1;visible;;;250000;
101373;simple;;plato verde de base;'-1;visible;;;;
101374;simple;;SET;'-1;visible;;;;
119493;simple;;PLANCHA BABYLISS TOURMALINE 38MM;1;visible;;;260000;
119443;simple;;PLANCHA BABYLISS-SOL GEL ANCHA;1;visible;;;260000;
125817;simple;;PLANCHA REMIGTON COLOR PROTECTION;1;visible;;;140000;
64700;simple;;PLANCHA REMINGTON ACEITE DE ARGAN;1;visible;;;140000;
64684;simple;;PLANCHA REMINGTON AGUACATE CON MACADAMIA;1;visible;;;160000;
96075;simple;;PLANCHA REMINGTON FRIZZ THERAPY;1;visible;;;150000;
64737;simple;;PLANCHA REMINGTON KERATINA Y ARGAN;1;visible;;;170000;
96048;simple;;PLANCHA REMINGTON PRO-SLEEK & CURL;1;visible;;;230000;
102234;simple;;BROCHAS PIEDRA ROSA;'-1;visible;;;30000;
64705;simple;;PLANCHA REMINGTON SALES DE MAR-ALISA SOBRE MOJADO;1;visible;;;145000;
64741;simple;;PLANCHA REMINGTON SAPPHIREPRO-TITANIUM;1;visible;;;190000;
125798;simple;;PLANCHA REMINGTON TRIPLE INFUSION;1;visible;;;170000;
35292;simple;;Polvo Compacto HD Kleancolor;1;visible;;;15000;
36029;simple;;POLVO TRASLUCIDO BANANA;1;visible;;;25000;
35189;variation;;POLVOS L'OR?AL;1;visible;;;25000;
35513;variable;;POMADA DE CEJAS;1;visible;;;;
35516;variation;;POMADA DE CEJAS - GBP363;1;visible;;;25000;
35517;variation;;POMADA DE CEJAS - GBP364;1;visible;;;25000;
35518;variation;;POMADA DE CEJAS - GBP365;1;visible;;;25000;
65995;simple;;POMADA PARA CEJAS Y PESTAÑAS CILKA;1;visible;;;25000;
35471;simple;;PORELESS FACE PRIMER BEAUTY CREATIONS;1;visible;;;25000;
124951;simple;;PULPO FACIAL;1;visible;100;;7000;3000
100790;variable;;SAUNA FACIAL;1;visible;;;;
100793;variation;;SAUNA FACIAL - AZUL;1;visible;;;50000;
100794;variation;;SAUNA FACIAL - ROSA;1;visible;;;50000;
100795;variation;;SAUNA FACIAL - VERDE;1;visible;;;50000;
96099;variable;;SAUNA FACIAL PROFESIONAL;1;visible;;;;
100765;variation;;SAUNA FACIAL PROFESIONAL - ROSA;1;visible;;;70000;
100766;variation;;SAUNA FACIAL PROFESIONAL - VERDE MENTA;1;visible;;;70000;
96005;simple;;SECADOR REMIGTON CERAMIC ALMOND OIL;1;visible;;;180000;
96017;simple;;SECADOR REMINGTON KERATIN THERAPHY;1;visible;;;200000;
96040;simple;;SECADOR REMINGTON POWER VOLUME 2000;1;visible;;;120000;
96101;simple;;shadow primer (primer de sombras);1;visible;;;15000;
122723;simple;;SOMBRA ANNA;1;visible;;;55000;
39932;simple;;SOMBRA C'est Fantastique;1;visible;;;70000;
124592;simple;;SOMBRA C’ESTE LA VIE;1;visible;;;70000;
96111;simple;;SOMBRA CALI CHIC PALETTE;1;visible;;;40000;
119331;simple;;PLANCHA BABYLISS -SNAP DRAGON;'-1;visible;;;240000;
96114;simple;;SOMBRA CALI SET PALETTE;1;visible;;;40000;
124707;simple;;SOMBRA CRYPTIC;1;visible;;;48000;22025
122729;simple;;SOMBRA DISCOVER ME;1;visible;;;80000;
35404;simple;;SOMBRA ELSA;1;visible;;;55000;
96094;simple;;SOMBRA ETERNAL FLAME;1;visible;;;40000;
121798;simple;;SOMBRA FAIRY TALE;1;visible;;;45000;
124665;simple;;SOMBRA GILTTER UNICORN DREAM;1;visible;;;45000;22030
122746;simple;;SOMBRA IRRESISTIBLE;1;visible;;;40000;
96109;simple;;SOMBRA MAKE UP 35 COLOR PALETTE;1;visible;;;55000;
78815;simple;;SOMBRA PERFECT BLOOM;1;visible;;;40000;
122740;simple;;SOMBRA SWEET PARADISE;1;visible;;;80000;
39925;simple;;SOMBRA The Badass RudeGirl - Book 6;1;visible;;;70000;
78740;simple;;SOMBRA The Lingerie Collection - Naughty Nights (Brights);1;visible;;;48000;
78747;simple;;SOMBRA THE LINGERIE COLLECTION - ROMANTIC NIGHTS (NUDES);1;visible;;;48000;
103859;simple;;SOMBRA The Lingerie Collection - Wild Nights (Wearables);1;visible;;;48000;
78686;simple;;SOMBRAS MERFANTASIA- Book 8;1;visible;;;80000;
39912;simple;;SOMBRAS Return of the Jet Eyeshadows - Book 4;1;visible;;;70000;
121880;simple;;SOMBRAS SPLASH OF GLITTERS 2;1;visible;;;80000;
88659;simple;;SOMBRAS TAKE ME HOME;1;visible;;;45000;
82080;simple;;SOMBRAS TEASE ME;1;visible;;;40000;
78706;simple;;SOMBRAS Whatever Forever;1;visible;;;50000;
78776;simple;;SOMBRAS WONDERLAND;1;visible;;;45000;
101968;simple;;SOPORTE ORGANIZADOR DE BROCHAS;1;visible;;;12000;
63342;simple;;SUERO FACIAL;1;visible;;;20000;
124783;simple;;PEGANTE PARA PESTAÑAS DUO;'-1;visible;0;;25000;12300
50745;variable;;TERMO SUMMER;1;visible;;;;
50746;variation;;TERMO SUMMER - AZUL;1;visible;;;20000;
50747;variation;;TERMO SUMMER - MORADO;1;visible;;;20000;
50748;variation;;TERMO SUMMER - NEGRO;1;visible;;;20000;
50750;variation;;TERMO SUMMER - ROJO;1;visible;;;20000;
50749;variation;;TERMO SUMMER - VERDE;1;visible;;;20000;
78719;simple;;Unicorn Fantasies - Highlight Palette;1;visible;;;40000;
122761;simple;;WISHES DO COME TRU GLOW (PRIMER OIL);1;visible;;;35000;
