id,title,description,link,image_link,availability,price,google_product_category,brand,gtin,mpn,identifier_exists,condition,item_group_id
313112,"ACEITE DE ALMENDRAS","El Aceite de Almendras Pili, por su poder emoliente, es un excelente humectante para todo el cuerpo, ayuda a suavizar las zonas más ásperas y a lubricar la piel. Es ideal para realizar masajes o para calmar la piel después de procesos como la depilación .",http://local.holy.com/tienda/aceite-de-almendras/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=313112,http://local.holy.com/wp-content/uploads/2020/07/Aceite-de-almendras-pili-Holy-cosmetics.jpg,"in stock","COP 16000.00",491,,,,no,New,
313103,"JABÓN DE CARBÓN ACTIVADO","Jabón de carbón activado Pili, es ideal para purificar tu piel y  realizar una limpieza profunda, ayuda a eliminar impurezas. Indicaciones: Usar máximo 2 veces por semana",http://local.holy.com/tienda/jabon-de-carbon-activado/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=313103,http://local.holy.com/wp-content/uploads/2020/07/Jabón-de-carbon-activado-pili-Holy-cosmetics.jpg,"in stock","COP 7000.00",491,,,,no,New,
312251,"CREMA CONTORNO DE OJOS","La Crema Contorno de ojos Khöl Cosmetics fue diseñada para humectar y revitalizar la zona del contorno de ojos; formulada especialmente con Colágeno, el cual brinda elasticidad, Extracto de Pepino que humecta profundamente y Aceite de Coco y Jojoba que ofrecen brillo y suavidad para evitar que el contorno de los ojos se vea reseco y cuarteado. *Libre de crueldad animal*",http://local.holy.com/tienda/crema-contorno-de-ojos/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312251,http://local.holy.com/wp-content/uploads/2020/07/Contorno-de-ojos-khol-Holy-cosmetics.jpg,"in stock","COP 20000.00",491,,,,no,New,
312266,"CREMA FACIAL HIDRATANTE","La Crema facial hidratante Khöl Cosmetics es una fórmula rica en emolientes, extractos y aceites naturales que buscan hidratar tu piel, dejándola suave y tersa. Es perfecta para usar de día y de noche, antes de tu maquillaje al empezar tu día y antes del Suero facial  al acostarte. *Libre de crueldad animal* ",http://local.holy.com/tienda/crema-facial-hidratante/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312266,http://local.holy.com/wp-content/uploads/2020/07/Crema-facial-hidratante-khol-Holy-cosmetics.jpg,"in stock","COP 20000.00",491,,,,no,New,
312273,"SUERO ANTIEDAD","El Suero Antiedad Khöl Cosmetics es perfecto para usar de día y de noche, ya que su fórmula es rápidamente absorbida y asimilada por la piel, sin dejar sensación grasosa. *Libre de crueldad animal*",http://local.holy.com/tienda/suero-antiedad/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312273,http://local.holy.com/wp-content/uploads/2020/07/Suero-antiedad-khol-Holy-cosmetics-6.54.38-p.-m..jpg,"in stock","COP 20000.00",491,,,,no,New,
313088,"LOCIÓN AZUFRADA","La loción azufrada de Pili ayuda a controlar la producción de grasa en la piel, mejorando las condiciones de la misma y ayudando a prevenir las imperfecciones como barros y espinillas. No tiene colorantes ni perfumes.  ",http://local.holy.com/tienda/locion-azufrada/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=313088,http://local.holy.com/wp-content/uploads/2020/07/Locion-azufrada-pili-Holy-cosmetics.jpg,"in stock","COP 13000.00",491,,,,no,New,
312875,"CONTORNO DE OJOS REPARADOR","Trata la fatiga ocular. Promueve el flujo de sangre a tus ojos y la producción de colágeno y elastina en la zona por su presentación en roll on. Repara la delicada área debajo de los ojos. Perfecto para tu rutina de noche *Libre de crueldad animal*",http://local.holy.com/tienda/contorno-de-ojos-reparador/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312875,http://local.holy.com/wp-content/uploads/2020/07/Contorn-de-ojos-reparador-bacc-Holy-cosmetics-.jpg,"in stock","COP 20000.00",491,,,,no,New,
312928,"MASCARILLA EXFOLIANTE PARA PIES","Exfolia y limpia tus pies, remueve toda la piel muerta dejando tus pies limpios y suaves. su ingrediente principal es la oliva. *Libre de crueldad animal*",http://local.holy.com/tienda/mascarilla-exfoliante-para-pies/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312928,http://local.holy.com/wp-content/uploads/2020/07/Mascarilla-exfoliante-de-aceite-de-oliva-para-pies-Holy-cosmetics-min.jpg,"in stock","COP 10000.00",491,,,,no,New,
312954,"SUERO REPARADOR","El suero facial reparador aporta brillo y vitalidad a las pieles cansadas. Mejora la producción de colageno y elastina. Brinda un aspecto rejuvenecido. Perfecto para todo tipo de piel. Uso nocturno. *Libre de crueldad animal*",http://local.holy.com/tienda/suero-reparador/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312954,http://local.holy.com/wp-content/uploads/2020/07/Serum-reparador-Holy-cosmetics-min.jpg,"in stock","COP 30000.00",491,,,,no,New,
312907,"SPRAY REVITALIZADOR CON VITAMINA E","El spray revitalizador con vitamina E proporciona unos resultados espectaculares para la piel, pues consigue, entre otras cosas, difuminar las cicatrices, eliminar los pequeños granitos e imperfecciones y una barrera natural para proteger la piel de los rayos solares. Esta  vitamina también es un antioxidante que protege las células. Ayuda a desinflamar e hidrata profundamente dejando la piel lista radiante y suave. **Libre de crueldad animal**",http://local.holy.com/tienda/spray-revitalizador-con-vitamina-e/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312907,http://local.holy.com/wp-content/uploads/2020/07/Spray-revitalizador-Holy-cosmetics-min.jpg,"in stock","COP 25000.00",491,,,,no,New,
312916,"SPRAY HIDRANTE CON ÁCIDO HIALURÓNICO","El spray Hidratante con ácido hialurónico devuelve el brillo a las pieles opacas hidratando profundamente. El Ácido Hialurónico proporciona a la piel los componentes necesarios para el proceso natural de renovación y humectación requeridos para que se conserve siempre sana, suave y juvenil. *Libre de crueldad animal*",http://local.holy.com/tienda/spray-hidrante-con-acido-hialuronico/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312916,http://local.holy.com/wp-content/uploads/2020/07/Spray-hidratante-con-acido-hialuronico-holy-cosmetics-.jpg,"in stock","COP 25000.00",491,,,,no,New,
312940,"MASCARILLA HIDRANTANTE PARA PIES","Hidrata profundamente dejando tus pies limpios y suaves. su ingrediente principal es la oliva. *Libre de crueldad animal*",http://local.holy.com/tienda/mascarilla-hidrantante-para-pies/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312940,http://local.holy.com/wp-content/uploads/2020/07/MASCARILLA-HIDRATANTE-PARA-PIES-DE-OLVIBA-BEAUTY-HOST-Holy-cosmetics-min.jpg,"in stock","COP 10000.00",491,,,,no,New,
312948,"PAPEL DE ARROZ HOLY","Las Hojas de Papel Secante con Polvo de Arroz son unas exclusivas hojas de papel secante con 2 caras, hechas de arroz natural. Brindan una gran absorción de grasa que se acumula en el rostro. Las Hojas de Papel con Polvo de Arroz tienen 2 caras, una que es mate (sin polvo) para absorber el exceso de grasa en el rostro y otra con polvo para darle un acabado fresco al rostro Contenidas en un paquete compacto, ideal para llevarlo en el bolso. *Libre de crueldad animal*",http://local.holy.com/tienda/papel-de-arroz-holy/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=312948,http://local.holy.com/wp-content/uploads/2020/07/Papel-de-arroz-holy-Holy-cosmetics.jpg,"in stock","COP 8000.00",491,,,,no,New,
313080,"PALETA COLOR FEST GLITTER","Con la paleta color fest de Ruby Rose con 12 divertidos y brillantes tonos de glitter prensados. Cada tono es ultra fino y altamente pigmentado para el máximo glamour. Mezcla múltiples tonos para brillos personalizados. • 12 brillos prensados. • Suave y Ultra Fina • Alto Brillo y Pigmentada. **Libre de crueldad**",http://local.holy.com/tienda/paleta-color-fest-glitter/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=313080,http://local.holy.com/wp-content/uploads/2020/07/Paleta-de-glitters-color-fest-ruby-face-Holy-cosmetics.jpg,"in stock","COP 38000.00",491,,,,no,New,
310606,"BROCHAS ROSET","Set de brochas por 12 pcs. Las brochas sintéticas se pueden usar con líquidos, cremas y polvos para lograr una aplicación de maquillaje precisa, lo que le permite crear looks impecables que van desde lo sutil a lo llamativo. Brochas 100% libre de crueldad animal",http://local.holy.com/tienda/brochas-roset/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=310606,http://local.holy.com/wp-content/uploads/2020/07/Brochas-roset-12-piezas-Holy-cosmetics.jpg,"in stock","COP 40000.00",491,,,,no,New,
310261,"BALLENITA FACIAL","Masajeador facial Ballenita facial Puedes complementar su uso con productos como jabón o limpiador liquido que tenemos en nuestra tienda.   ***Este producto es enviado según disponibilidad de color ***",http://local.holy.com/tienda/ballenita-facial/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=310261,http://local.holy.com/wp-content/uploads/2020/07/BALLENITA-FACIAL-Holy-cosmetics.jpg,"in stock","COP 10000.00",491,,,,no,New,
310238,"BROCHAS SNOW","Set de brochas por 11 pcs. Las brochas sintéticas de dos tonos se pueden usar con líquidos, cremas y polvos para lograr una aplicación de maquillaje precisa, lo que le permite crear looks impecables que van desde lo sutil a lo llamativo. Brochas 100% libre de crueldad animal",http://local.holy.com/tienda/brochas-snow/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=310238,http://local.holy.com/wp-content/uploads/2020/07/Brochas-snow-Holy-cosmetics-.jpg,"in stock","COP 45000.00",491,,,,no,New,
309948,"BROCHAS SUN","Set de brochas por 11 pcs. Las brochas sintéticas de dos tonos se pueden usar con líquidos, cremas y polvos para lograr una aplicación de maquillaje precisa, lo que le permite crear looks impecables que van desde lo sutil a lo llamativo. Brochas 100% libre de crueldad animal",http://local.holy.com/tienda/brochas-sun/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=309948,http://local.holy.com/wp-content/uploads/2020/07/Brochas-maquillaje-sun-set-11-piezas-tendecia-2020-Holy-Cosmetics-min.jpg,"in stock","COP 40000.00",491,,,,no,New,
306876,"SUERO FACIAL HIDRO -VITAMINA C & E","El suero facial hidro ofrece una formula  antioxidante con vitamina C & E, es un potente antioxidante, que protege las células contra las radiaciones libres generadas por los rayos UV. Contiene extracto de aloe vera, extracto de hamamelis y extracto de caléndula que ayudan a reparar la piel del deterioro ocasionado por el maquillaje y la exposición al sol. *Libre de crueldad animal* ",http://local.holy.com/tienda/suero-facial-hidro-vitamina-c-e/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=306876,http://local.holy.com/wp-content/uploads/2020/07/suero-facial-hidro-vitamina-c-y-e-dolce-bella-colombia-Holy-cosmetics.jpg,"in stock","COP 30000.00",491,,,,no,New,
306847,"ÁCIDO HIALURÓNICO - TRATAMIENTO DE MANCHAS Y ARRUGAS","El Ácido Hialurónico proporciona a la piel los componentes necesarios para el proceso natural de renovación y humectación requeridos para que se conserve siempre sana, suave y juvenil. Aumenta los niveles de reparación natural retardando el envejecimiento. Componentes principales : ÁCIDO HIALURONICO & VITAMINA E Sus activos ayudan a disminuir las manchas y las arrugas, puedes usarlo hasta dos veces por día, en la mañana y en la noche antes de dormir. Quedaras encantada con los resultados. *Libre de crueldad animal* ",http://local.holy.com/tienda/acido-hialuronico-tratamiento-de-manchas-y-arrugas/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=306847,http://local.holy.com/wp-content/uploads/2020/07/Tratamiento-de-manchas-y-arrugas-acido-hialuronico-dolce-bella-colombia-Holy-cosmetics.jpg,"in stock","COP 20000.00",491,,,,no,New,
293107,"BROCHAS DELUXE HOLY","Hemos creado este set de brochas especialmente para ti. 12 Brochas para crear tus mejores looks incluye,cosmetiquera para que puedas guardarlas junto con tus productos favoritos. ***Libre de crueldad  ***",http://local.holy.com/tienda/brochas-deluxe-holy/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=293107,http://local.holy.com/wp-content/uploads/2020/06/Brochas-maquillaje-deluxe-set-12-piezas-tendencia-2020-Holy-Cosmetics.jpg,"in stock","COP 65000.00",491,,,,no,New,
285611,"DEPILADORA WATERPROOF","La Depiladora waterproof ofrece una cuchilla con tiras lubricantes de aloe y vitaminas incorporadas para evitar rasguños y alergias en la piel. Puedes usarla con tu jabón favorito para realizar el proceso. Te brinda una experiencia de afeitado suave y cómodo. Velocidad ajustable (afeitado de baja / alta velocidad).",http://local.holy.com/tienda/depiladora-waterproof/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=285611,http://local.holy.com/wp-content/uploads/2020/06/Depiladora-marske-waterproof-Holy-cosmetics-2.jpg,"out of stock","COP 55000.00",491,,,,no,New,
285431,"SECADOR REMINGTON SHINE THERAPY- AGUACATE CON MACADAMIA","Resultados únicos. El  secado Shine Therapyr  logra un cabello brillante y sin frizz con cada secado gracias a la innovadora tecnología iónica de Remington. El aire caliente del secador, al pasar por la rejilla, libera microacondicionadores de r aguacate con macadamiar  y más cantidad de iones que un  secador  estándar. Secador de pelo potente con tecnología avanzada. Tecnología de cerámica iónica que protege el cabello. 1 año de garantia con Remigton Colombia.",http://local.holy.com/tienda/secador-remington-shine-therapy-aguacate-con-macadamia/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=285431,http://local.holy.com/wp-content/uploads/2020/06/SECADOR-AGUACATE-Y-MACADAMIA-Holy-cosmetics.jpg,"in stock","COP 180000.00",491,,,,no,New,
274367,"LIMPIADOR Y MASAJEADOR  FACIAL EN SILICONA","Este cepillo te permite limpiar y masajear tu rostro. Es perfecto para combinarlo con tu jabón favorito. *Este producto es enviado según disponibilidad de color*",http://local.holy.com/tienda/limpiador-y-masajeador-facial-en-silicona/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=274367,http://local.holy.com/wp-content/uploads/2020/05/CEPILLO-FACIAL-EN-SILICONA-USO-Holy-cosmetics.jpg,"in stock","COP 7000.00",491,,,,no,New,
274324,"SET DE PINCELES PARA UÑAS 7 PCS","Pinceles de alta calidad para uñas. 7 pcs que te permiten hacer diferentes actividades en uñas. *Libre de crueldad*",http://local.holy.com/tienda/set-de-pinceles-para-unas-7-pcs/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=274324,http://local.holy.com/wp-content/uploads/2020/05/PINCEL-PARA-UÑAS-7-PCS-Holy-cosmetics.jpg,"in stock","COP 10000.00",491,,,,no,New,
273149,"MASCARILLA PUNTOS NEGROS 3 PASOS","¡Elimina puntos negros! Con la mascarilla Bio aqua en 3 pasos podrás tener como resultado tu nariz limpia de impurezas como puntos negros o comedones. Disfruta de una textura suave en la zona de tu nariz después de los 3 pasos. Este producto contiene tres tiras nasales que de forma general, suavizan la espinillas y las disuelven de los poros profundos. Extraen las partículas de grasa, los puntos blancos de la nariz para retirar las espinillas. Deja la piel suave y fresca. Contiene más ingredientes de extracto herbáceo, equilibra el agua y el aceite para darle a la piel una nutrición adecuada, piel limpia y suave. **Libre de crueldad  **  ",http://local.holy.com/tienda/mascarilla-puntos-negros-3-pasos/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=273149,http://local.holy.com/wp-content/uploads/2020/05/MASCARILLA-3-PASOS-BIOAQUA-Holy-cosmetics.jpg,"in stock","COP 6000.00",491,,,,no,New,
272474,"FACE PRIMER 24K GOLD","Consigue un acabado uniforme y por mas tiempo en tu maquillaje con el Primer 24K gold By Ushas. Matifica, fija y reduce la apariencia de los poros. Formula en gel ligera. Perfecto para todo tipo de piel. *Libre de crueldad animal* ",http://local.holy.com/tienda/face-primer-24k-gold/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=272474,http://local.holy.com/wp-content/uploads/2020/05/primer-24k-ushas-Holy-cosmetics.jpg,"in stock","COP 25000.00",491,,,,no,New,
271513,"LIMPIADOR DE BROCHAS ANTIBACTERIAL EN SECO","Limpia y desinfecta tus brochas al instante, no quedarán húmedas. Con extractos de aloe y manzanilla, lo que suavizan y cuidan tus brochas. cont.120ml **LIBRE DE CRUELDAD ANIMAL**",http://local.holy.com/tienda/limpiador-de-brochas-antibacterial-en-seco/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=271513,http://local.holy.com/wp-content/uploads/2020/05/Lava-brochas-Miis-Holy-Cosmetis2.jpg,"in stock","COP 25000.00",491,,,,no,New,
252651,"PLANCHA REMINGTON CON CERÁMICA Y COCO","Con la  plancha para cabello Shine Therapy  de Remington y su exclusiva tecnología de microacondicionadores con coco puedes lograr un cabello protegido y con un aspecto brillante. Sus 8 niveles de temperatura permiten seleccionar la temperatura que más se adecua a tu tipo de cabello evitando causar daños en él.",http://local.holy.com/tienda/plancha-remington-con-ceramica-y-coco/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=252651,http://local.holy.com/wp-content/uploads/2020/04/PLANCHA-DE-COCO-Y-CERAMICA-REMIGTON-Holy-cosmetics.jpg,"in stock","COP 145000.00",491,,,,no,New,
248639,"BRILLO LIPGLOSS MAGIC YOUR LIFE","Brillo destellos magic, Ideal para darle un color rosado a tus labios. Se activa el color con el calor de tus labios. Humecta tus labios, da brillo y color instantáneo **LIBRE DE CRUELDAD ANIMAL**",http://local.holy.com/tienda/brillo-lipgloss-magic-your-life/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=248639,http://local.holy.com/wp-content/uploads/2020/04/brillo-magic.jpg,"in stock","COP 7000.00",491,,,,no,New,
241015,"MASCARILLA REPOLARIZADORA COCO PARADISE","Coco paradise combina el poder de las propiedades de los aminoácidos, la vitamina E y el aloe vera, que aplicados al cabello producen varios efectos como la hidratación, fortalecimiento de la estructura, protección de color, reparación de daños por tensiones ambientales, procesos químicos y decoloraciones. La mascarilla repolarizadora se adapta a cualquier tipo de cabello, aporta brillo, sedosidad y crecimiento dejando una apariencia saludable y tan perfecta como... E l paraíso en tu cabello. ***Libre de crueldad animal***",http://local.holy.com/tienda/mascarilla-repolarizadora-coco-paradise/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=241015,http://local.holy.com/wp-content/uploads/2020/04/ROPOLARIZADOR-GOLDEN-COCONUT-Holy-cosmetics.jpg,"in stock","COP 35000.00",491,,,,no,New,
232479,"PINZA PARA PESTAÑAS HOLY","Esta pinza es una buena ayuda para poner o quitarse las pestañas postizas, hecha de acero inoxidable durable, hermoso diseño color oro rosa. este producto es  ergonómico multifuncional, puedes pegar las pestañas postizas más fácil y más cómodo.",http://local.holy.com/tienda/pinza-para-pestanas-holy/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=232479,http://local.holy.com/wp-content/uploads/2019/12/IMG_2380.png,"in stock","COP 5000.00",491,,,,no,New,
230247,"GEL ANTIBACTERIAL 275ML","BENEFICIOS: El Gel Antibacterial ayuda a la eliminación del 99,9% de las bacterias comunes, sin necesidad de lavarse las manos previniendo así diversas enfermedades, además de ofrecer suavidad, humectación, frescura y un agradable aroma.",http://local.holy.com/tienda/gel-antibacterial-275ml/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=230247,http://local.holy.com/wp-content/uploads/2020/03/ANTIBACTERIAL-275-ML-Holy-cosmetics.jpg,"in stock","COP 12000.00",491,,,,no,New,
230244,"GEL ANTIBACTERIAL 65ML","BENEFICIOS: El Gel Antibacterial ayuda a la eliminación del 99,9% de las bacterias comunes, sin necesidad de lavarse las manos previniendo así diversas enfermedades, además de ofrecer suavidad, humectación, frescura y un agradable aroma.",http://local.holy.com/tienda/gel-antibacterial-65ml/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=230244,http://local.holy.com/wp-content/uploads/2020/03/ANTIBACTERIAL-65-ML-Holy-cosmetics.jpg,"in stock","COP 5000.00",491,,,,no,New,
230238,"GEL ANTIBACTERIAL 125ML","BENEFICIOS: El Gel Antibacterial ayuda a la eliminación del 99,9% de las bacterias comunes, sin necesidad de lavarse las manos previniendo así diversas enfermedades, además de ofrecer suavidad, humectación, frescura y un agradable aroma.",http://local.holy.com/tienda/gel-antibacterial-125ml/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=230238,http://local.holy.com/wp-content/uploads/2020/03/ANTIBACTAERIAL-125-ML-Holy-cosmetics.jpg,"in stock","COP 7000.00",491,,,,no,New,
230230,"GEL ANTIBACTERIAL 330ML","BENEFICIOS: El Gel Antibacterial ayuda a la eliminación del 99,9% de las bacterias comunes, sin necesidad de lavarse las manos previniendo así diversas enfermedades, además de ofrecer suavidad, humectación, frescura y un agradable aroma.  ",http://local.holy.com/tienda/gel-antibacterial-330ml/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=230230,http://local.holy.com/wp-content/uploads/2020/03/ANTIBACTERIA-330-ML-Holy-cosmetics.jpg,"in stock","COP 14000.00",491,,,,no,New,
227559,"MASCARILLA COLAGENO PARA OJOS","Los parches de colágeno    hidratan profundamente la delicada área debajo de los ojos y aumentan la elasticidad de la piel, alivia debajo de las bolsas de los ojos, mejoran las ojeras, tratan la fatiga ocular, disminuyen la hinchazón, suavizan las patas de gallo y las líneas finas.",http://local.holy.com/tienda/colageno-para-ojos/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=227559,http://local.holy.com/wp-content/uploads/2018/09/COLAGENO-DE-OJOS.jpg,"in stock","COP 3000.00",491,,,,no,New,
222775,"DRILL PULIDOR DE UÑAS RECARGABLE","Bajo ruido y vibración, muy cómodo. Diseño recargable y portátil, fácil de usar. Perilla de control de velocidad, fácil de usar. Interruptor de doble rotación. Adecuado para uñas naturales y uñas artificiales. Uso múltiple: tallado, lijado, pulido, modelado, etc. Uso personal o profesional. *Este producto es enviado según disponibilidad de color*",http://local.holy.com/tienda/drill-pulidor-de-unas-recargable/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=222775,http://local.holy.com/wp-content/uploads/2020/03/drill-ppulidor-de-uñas-recargable-Holy-cosmetics.jpg,"in stock","COP 170000.00",491,,,,no,New,
222536,"GUANTES HOLY PROTECCIÓN UV-LED","**Accesorio esencial ** Estos guantes protegen tus manos durante los tratamientos bajo los rayos UV disfruta de las horas de belleza de tus uñas, los guantes se ponen y quitan fácilmente son talla única y ademas de esto tiene una parte extendida para proteger tu piel de la muñeca.",http://local.holy.com/tienda/guantes-proteccion-uv-led/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=222536,http://local.holy.com/wp-content/uploads/2020/03/GUANTES-PROTECTORES-Holy-cosmetics.jpg,"in stock","COP 15000.00",491,,,,no,New,
216805,"BROCHAS GLAM","Set de brochas por 12 pcs. ***Incluye cosmetiquera para guardarlas*** Las brochas sintéticas de dos tonos se pueden usar con líquidos, cremas y polvos para lograr una aplicación de maquillaje precisa, lo que le permite crear looks impecables que van desde lo sutil a lo llamativo. Brochas 100% libre de crueldad animal",http://local.holy.com/tienda/brochas-glam/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=216805,http://local.holy.com/wp-content/uploads/2020/02/BROCHAS-GLAM-Holy-cosmetics.jpg,"in stock","COP 60000.00",491,,,,no,New,
216773,"BROCHAS CONSTELACIÓN","Set de brochas por 10 pcs sintéticas de dos tonos se pueden usar con líquidos, cremas y polvos para lograr una aplicación de maquillaje precisa, lo que le permite crear looks impecables que van desde lo sutil a lo llamativo. ***Incluye cosmetiquera para guardarlas*** Brochas 100% libre de crueldad animal",http://local.holy.com/tienda/brochas-constelacion/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=216773,http://local.holy.com/wp-content/uploads/2020/02/BROCHAS-CONSTELACION-COSMETIQUERA-Holy-cosmetics-1.jpg,"in stock","COP 50000.00",491,,,,no,New,
216738,"DRILL PULIDOR DE UÑAS PORTATIL","Usos múltiples: hecho con metal de alta calidad. tallar, grabar, enrutar, esmerilar, afilar, lijar, pulir, incluso tallar profundamente en el cristal, sin que el taladro o el convertidor se sobrecalienten. velocidad ajustable: se aplica gel, acrílico, vidrio, uñas naturales o envolturas de seda con uñas artificiales. las brocas y las bandas de lijado le permiten comenzar de inmediato el control de velocidad de marcado fácil de usar, nunca vacilante. esta nueva máquina de taladro electric nail art se utiliza perfectamente en spas, salones de belleza y uso personal en los hogares. ***Este producto es enviado según disponibilidad de color***",http://local.holy.com/tienda/drill-pulidor-de-unas-portatil/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=216738,http://local.holy.com/wp-content/uploads/2020/02/DRILL-PULIDOR-DE-UÑAS-PORTATIL-Holy-cosmetics.jpg,"in stock","COP 35000.00",491,,,,no,New,
214093,"AGUA DE ROSAS PILI","¿Estás buscando ese producto de belleza en tu baño que puede resolver muchos de tus problemas? No tienes que buscar más, ya que el agua de rosas es un producto multiusos con muchas propiedades para la rutina de belleza. 250ML",http://local.holy.com/tienda/agua-de-rosas-pili/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=214093,http://local.holy.com/wp-content/uploads/2019/02/AGUA-DE-ROSAS-2.jpg,"in stock","COP 11000.00",491,,,,no,New,
213258,"VOLUMINIZADOR DE LABIOS","Este producto ayuda a mejorar la apariencia de los labios generando color y volumen. **Libre de crueldad animal** Modo de uso: para obtener mejores resultados aplicar tantas veces como sea necesario. Al aplicarlo genera un cosquilleo en los labios. Este es normal debido a su principal ingrediente, el jengibre. El efecto volumen dura entre dos y tres horas.",http://local.holy.com/tienda/voluminizador-de-labios/?utm_source=Google%20Shopping&amp;utm_campaign=GOOGLE%20FEED&amp;utm_medium=cpc&amp;utm_term=213258,http://local.holy.com/wp-content/uploads/2020/02/voluminizador-de-labios-ministar-Holy-cosmetics.jpg,"in stock","COP 12000.00",491,,,,no,New,
