"ID","Nombre","Publicado","Visibilidad en el catálogo","Precio rebajado","Precio normal","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Atributo por defecto 2"
"356882","MASCARILLA ICE CREAM ALOE VERA","1","visible","","20000","MARCA","KISS BEAUTY","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"356871","MASCARILLA ICE CREAM CHISPITAS","1","visible","","20000","MARCA","KISS BEAUTY","1","1","EDAD","15-25","1","1","","","","",""
"356876","MASCARILLA ICE CREAM FRESA","1","visible","","20000","MARCA","KISS BEAUTY","1","1","EDAD","15-25","1","1","","","","",""
"35155","MASCARILLA PUNTOS NEGROS PILATEN","1","visible","","1000","MARCA","PILATEN","1","1","","","","","","","","",""
"241015","MASCARILLA REPOLARIZADORA COCO PARADISE","1","visible","","35000","MARCA","GOLDEN COCONUT","1","1","EDAD","25-35, 35-45, 45 en adelante","1","1","","","","",""
"366919","MOLDES GUIAS PARA UÑAS ACRÍLICAS O EN GEL - 500PCS","1","visible","","28000","MARCA","HOLY COSMETICS","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"352027","PAINTING GEL POLISH","1","visible","","","MARCA","RONIKI","1","1","COLOR","BLANCO PART14, NEGRO PART15","1","1","EDAD","15-25, 25-35","1","1",""
"352030","PAINTING GEL POLISH - BLANCO PART14","1","visible","","15000","COLOR","BLANCO PART14","","1","","","","","","","","",""
"352031","PAINTING GEL POLISH - NEGRO PART15","1","visible","","15000","COLOR","NEGRO PART15","","1","","","","","","","","",""
"359286","PALA APLICADORA MULTIUSOS","1","visible","","2000","MARCA","GENERICO","1","1","","","","","","","","",""
"313080","PALETA COLOR FEST GLITTER","1","visible","","38000","MARCA","RUBY ROSE","1","1","EDAD","15-25","1","1","","","","",""
"357353","PALETA DE GLITTER LET`S GO PARTY","1","visible","","15000","MARCA","ANYLADY","1","1","","","","","","","","",""
"359656","PALETA DE GLITTER SWEET WORLD","1","visible","","30000","MARCA","VARIED QUEEN","1","1","","","","","","","","",""
"337352","PALETA FACE KIT BUTTERFLY","1","visible","","18000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"313119","PALETA KIT HEART","1","visible","","18000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"312948","PAPEL DE ARROZ HOLY","1","visible","","6000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"353986","PEGANTE PARA PESTAÑAS DUO ROSEWATER & BIOTIN","1","visible","","20000","MARCA","DUO","1","1","","","","","","","","",""
"351417","PESTAÑAS 3D REF38","1","visible","","8000","MARCA","MOST BEAUTY","1","1","","","","","","","","",""
"351643","PESTAÑINA AMOR A PRIMERA VISTA","1","visible","","18000","MARCA","VOGUE","1","1","","","","","","","","",""
"351645","PESTAÑINA EFECTO PESTAÑAS DE MUÑECA","1","visible","","15000","MARCA","VOGUE","1","1","","","","","","","","",""
"351891","PESTAÑINA EFECTO TOTAL 6","1","visible","","15000","MARCA","VOGUE","1","1","","","","","","","","",""
"340177","PESTAÑINA LASH  SENSATIONAL WATERPROOF","1","visible","","32000","MARCA","MAYBELLINE","1","1","","","","","","","","",""
"39396","PESTAÑINA LASH SENSATIONAL","1","visible","","30000","MARCA","MAYBELLINE","1","1","","","","","","","","",""
"316411","PESTAÑINA SUPER VOLUMINOSA Y DEFINIDAS MORADA","1","visible","","13000","MARCA","MAYBELLINE","1","1","","","","","","","","",""
"36262","PESTAÑINA THE COLOSSAL VOLUM'EXPRESS","1","visible","","28000","MARCA","MAYBELLINE","1","1","","","","","","","","",""
"208724","PESTAÑINA THE COLOSSAL VOLUM'EXPRESS WATERPROOF","1","visible","","28000","MARCA","MAYBELLINE","1","1","","","","","","","","",""
"359045","PESTAÑINA THE FALSIES LASHLIFT WATERPROOF","1","visible","","37000","MARCA","MAYBELLINE","1","1","","","","","","","","",""
"336640","PESTAÑINA TRÓPICO CURVA & VOLUME NUDE","1","visible","","13000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"232479","PINZA PARA PESTAÑAS HOLY","1","visible","","3000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"351001","PINZA RIZADORA 3 TUBOS","1","visible","","","MARCA","JUNMA","1","1","COLOR","DORADO, ROSADO, ROSADO/NEGRO","1","1","EDAD","15-25","1","1",""
"364429","PINZA RIZADORA 3 TUBOS - DORADO","1","visible","","70000","COLOR","DORADO","","1","","","","","","","","",""
"364430","PINZA RIZADORA 3 TUBOS - ROSADO","1","visible","","70000","COLOR","ROSADO","","1","","","","","","","","",""
"372234","PINZA RIZADORA 3 TUBOS - ROSADO/NEGRO","1","visible","","70000","COLOR","ROSADO/NEGRO","","1","","","","","","","","",""
"351635","PLANCHA BABYLISS PRO RAPIDO","1","visible","","200000","MARCA","BABYLISS","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"351567","PLANCHA BABYLISS SOL GEL PRISMATIC","1","visible","","280000","MARCA","BABYLISS","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"119443","PLANCHA BABYLISS-SOL GEL ANCHA","1","visible","","270000","MARCA","BABYLISS","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"210205","PLANCHA PARA EL CABELLO VAPOR","1","visible","","90000","MARCA","HEALTHY &amp","0","1","EDAD","15-25, 25-35, 35-45","1","1","","","","",""
"64700","PLANCHA REMINGTON ACEITE DE ARGAN","1","visible","","180000","MARCA","REMINGTON","1","1","EDAD","25-35, 35-45","1","1","","","","",""
"64684","PLANCHA REMINGTON AGUACATE CON MACADAMIA","1","visible","","180000","MARCA","REMINGTON","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"252651","PLANCHA REMINGTON CON CERÁMICA Y COCO","1","visible","","145000","MARCA","REMINGTON","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"212084","PLANCHA REMINGTON FRIZZ THERAPY","1","visible","","200000","MARCA","REMINGTON","1","1","EDAD","15-25","1","1","","","","",""
"64737","PLANCHA REMINGTON KERATINA Y ARGAN","1","visible","","220000","MARCA","REMINGTON","1","1","EDAD","15-25, 25-35","1","1","","","","",""
"64705","PLANCHA REMINGTON SALES DE MAR-ALISA SOBRE MOJADO","1","visible","","210000","MARCA","REMINGTON","1","1","EDAD","15-25","1","1","","","","",""
"367740","PLANCHA REMINGTON SALES DE MAR-ALISA SOBRE MOJADO ANCHA","1","visible","","230000","MARCA","REMINGTON","1","1","EDAD","15-25","1","1","","","","",""
"125798","PLANCHA REMINGTON TRIPLE INFUSION","1","visible","","180000","MARCA","REMINGTON","1","1","EDAD","25-35","1","1","","","","",""
"313684","POLVO COMPACTO KHOL","1","visible","","","MARCA","KHOL","1","1","TONO","01, 02, 03, 04","1","1","EDAD","25-35","1","1",""
"313695","POLVO COMPACTO KHOL - 01","1","visible","","32000","TONO","1","","1","","","","","","","","",""
"313696","POLVO COMPACTO KHOL - 02","1","visible","","32000","TONO","2","","1","","","","","","","","",""
"313697","POLVO COMPACTO KHOL - 03","1","visible","","32000","TONO","3","","1","","","","","","","","",""
"313698","POLVO COMPACTO KHOL - 04","1","visible","","32000","TONO","4","","1","","","","","","","","",""
"341654","POLVO COMPACTO SELFIE","1","visible","","12000","MARCA","","","","","","","","","","","",""
"341658","POLVO COMPACTO SELFIE","1","visible","","12000","MARCA","","","","","","","","","","","",""
"341659","POLVO COMPACTO SELFIE","1","visible","","12000","MARCA","","","","","","","","","","","",""
"340724","POLVO TRANSLUCIDO FEELS","1","visible","","16000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"316494","POMADA PARA CEJAS RUBY ROSE","1","visible","","","MARCA","RUBY ROSE","1","1","TONO","DARK, LIGHT, MEDIUM","1","1","EDAD","25-35","1","1",""
"316509","POMADA PARA CEJAS RUBY ROSE - DARK","1","visible","","8000","TONO","DARK","","1","","","","","","","","",""
"316508","POMADA PARA CEJAS RUBY ROSE - LIGHT","1","visible","","8000","TONO","LIGHT","","1","","","","","","","","",""
"65995","POMADA PARA CEJAS Y PESTAÑAS CILKA","1","visible","","25000","MARCA","CILKA","1","1","","","","","","","","",""
"336837","PRIMER FACIAL SKIN PERFECT","1","visible","","16000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"356626","PRIMER FEELS","1","visible","","18000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"363915","PRIMER HIDRATANTE CON ÁCIDO HIALURÓNICO","1","visible","","18000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"367979","PROTECTOR SOLAR SPF50+","1","visible","","36000","MARCA","DOLCE BELLA","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"366984","RECIPIENTE DE CRISTAL PARA MONOMERO","1","visible","","3000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"366969","RECOLECTOR DE PRODUCTO PARA DECORACION DE UÑAS","1","visible","","10000","MARCA","FINGERTIP ART","1","1","","","","","","","","",""
"209542","REMOVEDOR DE ESMALTE SEMIPERMANENTE Y ACRILICO","1","visible","","5000","MARCA","CNDSE","1","1","","","","","","","","",""
"366914","REMOVEDOR ELECTRICO DE CALLOS PARA PIES","1","visible","","100000","MARCA","HOLY COSMETICS","1","1","EDAD","45 en adelante","1","1","","","","",""
"197649","RIZADOR HOLY","1","visible","","","EDAD","15-25, 25-35, 35-45, 45 en adelante","1","1","MARCA","HOLY COSMETICS","1","1","COLORES","AZUL, MORADO, ROSA","1","1",""
"372987","RIZADOR HOLY - AZUL","1","visible","","20000","COLORES","AZUL","","1","","","","","","","","",""
"372988","RIZADOR HOLY - MORADO","1","visible","","20000","COLORES","MORADO","","1","","","","","","","","",""
"372989","RIZADOR HOLY - ROSA","1","visible","","20000","COLORES","ROSA","","1","","","","","","","","",""
"307981","RODILLO FACIAL DE CUARZO ROSA HOLY","1","visible","","40000","MARCA","HOLY COSMETICS","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"211358","RUBOR 4 TONOS","1","visible","","12000","MARCA","AMUSE","1","1","","","","","","","","",""
"313135","RUBOR NEW VIBE 01","1","visible","","10000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"341832","RUBOR NEW VIBE 06","1","visible","","10000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"341833","RUBOR NEW VIBE 07","1","visible","","10000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"361938","RUBOR NEW VIBE 08","1","visible","","10000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"341469","RUBOR SOFT TOUCH 02","1","visible","","15000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"341473","RUBOR SOFT TOUCH 03","1","visible","","15000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"341476","RUBOR SOFT TOUCH 04","1","visible","","15000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"100790","SAUNA FACIAL","1","visible","","50000","MARCA","BENICE","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"96099","SAUNA FACIAL PROFESIONAL","1","visible","","70000","MARCA","BENICE","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"207632","SECADOR PRO TITANIUM","1","visible","","120000","MARCA","REMINGTON","1","1","EDAD","25-35, 35-45","1","1","","","","",""
"239941","SECADOR REMINGTON POWER SHINE 2200","1","visible","","130000","MARCA","REMINGTON","1","1","EDAD","15-25","1","1","","","","",""
"285431","SECADOR REMINGTON SHINE THERAPY- AGUACATE CON MACADAMIA","1","visible","","180000","MARCA","REMINGTON","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"342765","SERUM GOLD HIDRATANTE Y REPARADOR","1","visible","","25000","MARCA","ELOV","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"367726","SERUM PARA EL CONTORNO DE OJOS","1","visible","","16000","MARCA","KARITÉ","1","1","","","","","","","","",""
"358288","SERUM REPARADOR DE PUNTAS COCO SUNSHINE","1","visible","","30000","MARCA","GOLDEN COCONUT","1","1","EDAD","25-35, 35-45, 45 en adelante","1","1","","","","",""
"370904","SET DE MOÑAS 20 PCS ECO-FRENDLY | BLACK","1","visible","","15000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370909","SET DE MOÑAS 6 PCS ECO-FRENDLY | BLUE","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370926","SET DE MOÑAS 6 PCS ECO-FRENDLY | EARTH","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370923","SET DE MOÑAS 6 PCS ECO-FRENDLY | GRAY","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370905","SET DE MOÑAS 6 PCS ECO-FRENDLY | GREEN","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370908","SET DE MOÑAS 6 PCS ECO-FRENDLY | NUDE","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370925","SET DE MOÑAS 6 PCS ECO-FRENDLY | PARIS","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370906","SET DE MOÑAS 6 PCS ECO-FRENDLY | PINK","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370924","SET DE MOÑAS 6 PCS ECO-FRENDLY | RED","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"370907","SET DE MOÑAS 6 PCS ECO-FRENDLY | WINE","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"371008","SET DE MOÑAS 6 PCS ECO-FRENDLY | ZEBRA","1","visible","","5000","MARCA","HOLY COSMETICS","1","1","","","","","","","","",""
"351124","SHINE BODY GLOW","1","visible","","","MARCA","RUBY ROSE","1","1","COLOR","DEEP GLOW 02, GOLD TAN 04, MOON LIGHT 01, WARM STAR 03","1","1","EDAD","25-35, 35-45, 45 en adelante","1","1",""
"351126","SHINE BODY GLOW - DEEP GLOW 02","1","visible","","18000","COLOR","DEEP GLOW 02","","1","","","","","","","","",""
"351128","SHINE BODY GLOW - GOLD TAN 04","1","visible","","18000","COLOR","GOLD TAN 04","","1","","","","","","","","",""
"351125","SHINE BODY GLOW - MOON LIGHT 01","1","visible","","18000","COLOR","MOON LIGHT 01","","1","","","","","","","","",""
"351127","SHINE BODY GLOW - WARM STAR 03","1","visible","","18000","COLOR","WARM STAR 03","","1","","","","","","","","",""
"252111","SOMBRA COLOR BURST","1","visible","","35000","MARCA","OKALAN","1","1","EDAD","35-45, 45 en adelante","1","1","","","","",""
"357339","SOMBRA FANTASTIC","1","visible","","35000","MARCA","ANYLADY","1","1","EDAD","25-35, 35-45","1","1","","","","",""
"357327","SOMBRA HOLIDAY","1","visible","","35000","MARCA","ANYLADY","1","1","EDAD","15-25","1","1","","","","",""
"355942","SOMBRA LA CHICA ENAMORADA","1","visible","","35000","MARCA","KARA BEAUTY","1","1","EDAD","15-25","1","1","","","","",""
"355936","SOMBRA LA REINA AZTECA","1","visible","","35000","MARCA","KARA BEAUTY","1","1","EDAD","25-35, 35-45, 45 en adelante","1","1","","","","",""
"346306","SOMBRA LATTE","1","visible","","16000","MARCA","RUBY ROSE","1","1","","","","","","","","",""
"359645","SOMBRA MUSIC IN YOUR SOUL","1","visible","","25000","MARCA","ANYLADY","1","1","","","","","","","","",""
"355933","SOMBRA ORANGE POP","1","visible","","30000","MARCA","KARA BEAUTY","1","1","","","","","","","","",""
"331126","SOMBRA PEACH","1","visible","","15000","MARCA","BEAUTY GLAZED","1","1","","","","","","","","",""
"357326","SOMBRA TROPICAL FRUIT","1","visible","","35000","MARCA","VARIED QUEEN","1","1","","","","","","","","",""
"357311","SOMBRA VITATA TEMPLE","1","visible","","35000","MARCA","ANYLADY","1","1","","","","","","","","",""
"182699","SOMBRAS CRYPTIC","1","visible","","40000","MARCA","OKALAN","1","1","EDAD","15-25","1","1","","","","",""
"343583","SOPORTE PARA BROCHAS","1","visible","","13000","MARCA","GENERICO","1","1","","","","","","","","",""
"357321","SOPORTE PARA ESPONJA - PLATEADO","1","visible","","6000","COLOR","PLATEADO","","1","","","","","","","","",""
"342782","SPRAY DE AMINOACIDOS","1","visible","","15000","MARCA","BEAUTY HOST","1","1","","","","","","","","",""
"312916","SPRAY HIDRATANTE CON ÁCIDO HIALURÓNICO","1","visible","","15000","MARCA","BEAUTY HOST","1","1","","","","","","","","",""
"312907","SPRAY REVITALIZADOR CON VITAMINA E","1","visible","","15000","MARCA","BEAUTY HOST","1","1","","","","","","","","",""
"312273","SUERO ANTIEDAD","1","visible","","20000","MARCA","KHOL","1","1","","","","","","","","",""
"63342","SUERO FACIAL","1","visible","","20000","MARCA","DOLCE BELLA","1","1","","","","","","","","",""
"306876","SUERO FACIAL HIDRO -VITAMINA C & E","1","visible","","30000","MARCA","DOLCE BELLA","1","1","EDAD","45 en adelante","1","1","","","","",""
"354922","TINTA DE LABIOS CANDY DRINK - TONO 3","1","visible","","8000","TONO","TONO 3","","1","","","","","","","","",""
"370534","TINTA PARA LABIOS","1","visible","","","MARCA","RUBY ROSE","1","1","TONO","CRAN BERRY JUICE, FRESH RED, PITAYA POOL, SUMMER CORAL","1","1","EDAD","45 en adelante","1","1",""
"370536","TINTA PARA LABIOS - CRAN BERRY JUICE","1","visible","","10000","TONO","CRAN BERRY JUICE","","1","","","","","","","","",""
"370537","TINTA PARA LABIOS - FRESH RED","1","visible","","10000","TONO","FRESH RED","","1","","","","","","","","",""
"370538","TINTA PARA LABIOS - PITAYA POOL","1","visible","","10000","TONO","PITAYA POOL","","1","","","","","","","","",""
"370539","TINTA PARA LABIOS - SUMMER CORAL","1","visible","","10000","TONO","SUMMER CORAL","","1","","","","","","","","",""
"328886","TOALLA DE MICROFIBRA PARA EL CABELLO BALLENA","1","visible","","","MARCA","JENNIFER","1","1","COLOR","AZUL, GRIS, ROSA","1","1","EDAD","45 en adelante","1","1",""
"372460","TOALLA DE MICROFIBRA PARA EL CABELLO BALLENA - AZUL","1","visible","","15000","COLOR","AZUL","","1","","","","","","","","",""
"328905","TOALLA DE MICROFIBRA PARA EL CABELLO BALLENA - GRIS","1","visible","","15000","COLOR","GRIS","","1","","","","","","","","",""
"328906","TOALLA DE MICROFIBRA PARA EL CABELLO BALLENA - ROSA","1","visible","","15000","COLOR","ROSA","","1","","","","","","","","",""
"313630","TOALLA DE MICROFIBRA PARA EL CABELLO MOÑITO","1","visible","","","MARCA","JENNIFER","1","1","COLOR","GRIS, ROSA","1","1","EDAD","45 en adelante","1","1",""
"313637","TOALLA DE MICROFIBRA PARA EL CABELLO MOÑITO - GRIS","1","visible","","15000","COLOR","GRIS","","1","","","","","","","","",""
"313638","TOALLA DE MICROFIBRA PARA EL CABELLO MOÑITO - ROSA","1","visible","","15000","COLOR","ROSA","","1","","","","","","","","",""
"213258","VOLUMINIZADOR DE LABIOS","1","visible","","12000","MARCA","MINISTAR","1","1","","","","","","","","",""
"122761","WISHES DO COME TRU GLOW (PRIMER OIL)","1","visible","","","MARCA","BEAUTY CREATIONS","1","1","COLOR","GOLD, ROSE GOLD","1","1","EDAD","45 en adelante","1","1",""
"355914","WISHES DO COME TRU GLOW (PRIMER OIL) - GOLD","1","visible","","35000","COLOR","GOLD","","1","","","","","","","","",""
"355912","WISHES DO COME TRU GLOW (PRIMER OIL) - ROSE GOLD","1","visible","","35000","COLOR","ROSE GOLD","","1","","","","","","","","",""
